downloadLink
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.6.1/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.17.0/Lib/NativeBinaries/amd64/git2-06d772d.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.13.0/Lib/NativeBinaries/x86/git2-7940036.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.18.0/Lib/NativeBinaries/amd64/git2-2f6f6eb.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.16.0/Lib/NativeBinaries/x86/git2-65e9dc6.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.14.0/Lib/NativeBinaries/amd64/git2-32e4992.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.19/Lib/NativeBinaries/x86/git2-69db893.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.7.0/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.6.0/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.17.0/Lib/NativeBinaries/x86/git2-06d772d.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.14.1/Lib/NativeBinaries/x86/git2-11f8336.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.9.0/Lib/NativeBinaries/amd64/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.13.0/Lib/NativeBinaries/amd64/git2-7940036.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.8.0/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.18.1/Lib/NativeBinaries/amd64/git2-90befde.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.10.0/Lib/NativeBinaries/amd64/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.18.1/Lib/NativeBinaries/x86/git2-90befde.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.16.0/Lib/NativeBinaries/amd64/git2-65e9dc6.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.9.0/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.14.1/Lib/NativeBinaries/amd64/git2-11f8336.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.14.0/Lib/NativeBinaries/x86/git2-32e4992.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.18.0/Lib/NativeBinaries/x86/git2-2f6f6eb.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.10.0/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.19/Lib/NativeBinaries/amd64/git2-69db893.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.20/Lib/NativeBinaries/x86/git2-3f8d005.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.20/Lib/NativeBinaries/amd64/git2-3f8d005.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.9.5/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.11.0/Lib/NativeBinaries/x86/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.12.0/Lib/NativeBinaries/amd64/git2-9d9fff3.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.9.5/Lib/NativeBinaries/amd64/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.11.0/Lib/NativeBinaries/amd64/git2.dll
https://raw.githubusercontent.com/libgit2/libgit2sharp/v0.12.0/Lib/NativeBinaries/x86/git2-9d9fff3.dll
https://raw.githubusercontent.com/wjx251/winauth/0.4.1/bin/BouncyCastle.Crypto.dll
https://raw.githubusercontent.com/R4D4R/winauth/3.0.0/packages/BouncyCastle.1.7.0/lib/Net20/BouncyCastle.Crypto.dll
https://raw.githubusercontent.com/IndieSquare/btcpayunity/0.01/Assets/Dlls/BouncyCastle.Crypto.dll
"https://raw.githubusercontent.com/wjx251/winauth/1.8.1323/Third Party/bouncycastle.org/BouncyCastle.Crypto.dll"
"https://raw.githubusercontent.com/R4D4R/winauth/3.0.0/Third Party/bouncycastle.org/BouncyCastle.CryptoExt.dll"
https://raw.githubusercontent.com/nspec/NSpec/v2.0.0/Modules/Orchard.Comments/bin/Orchard.Comments.dll
"https://raw.githubusercontent.com/CryptoGnome/Gnome-Feeder/v13.4/OLD FILES/GnomeFeeder/GnomeFeeder - Copy/Microsoft.AspNetCore.Server.HttpSys.dll"
https://raw.githubusercontent.com/senchalabs/connect/1.0.4/lib/middleware/methodOverride.js
https://raw.githubusercontent.com/senchalabs/connect/2.0.0alpha1/lib/proto.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.14.1/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.7.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.2.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.20.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.13.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.12.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.2.1/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.8.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.5.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.17.2/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/0.5.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/2.0.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.19.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.11.2/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.17.1/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.4.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.3.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.21.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.16.2/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.22.0/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.5.1/validator.js
https://cdnjs.cloudflare.com/ajax/libs/validator/3.11.1/validator.js
